sequence,stamp_ns,submap,online_x,online_y,online_yaw,optimized_x,optimized_y,optimized_yaw
15,1333736130621893972,0,-0.0032737355663158829,8.1218017254501519e-05,5.876967065607567e-05,-0.0032737355663158829,8.1218017254501492e-05,5.8769670656075677e-05
16,1333736130671895972,0,-0.0037107501036169137,0.00085473129361367337,-0.00092701956289333585,-0.0037107501036169137,0.00085473129361367337,-0.00092701956289333585
17,1333736130721893972,0,-0.00064123200047376061,-0.00068581618840069783,-0.0011553056914956215,-0.00064123200047376051,-0.00068581618840069783,-0.0011553056914956215
18,1333736130771894972,0,0.0002563280244759034,0.0019030927041204823,-0.00063627756851601333,0.00025632802447590346,0.0019030927041204823,-0.00063627756851601333
19,1333736130821895972,0,-0.0036171437683858499,0.00017391089517272804,-0.00014204308549530567,-0.0036171437683858499,0.00017391089517272801,-0.00014204308549530567
20,1333736130871891972,0,-0.0049878785175953046,0.0017122837077168799,-0.00051517126239168849,-0.0049878785175953046,0.0017122837077168799,-0.00051517126239168849
21,1333736130921890972,0,-0.004064792229006518,0.00071008447943254264,-0.00020382426597040192,-0.004064792229006518,0.00071008447943254264,-0.00020382426597040192
22,1333736130971892972,0,-0.0020218898180760559,-0.00037661955702525775,-0.00061258196929490992,-0.0020218898180760559,-0.00037661955702525781,-0.00061258196929490992
23,1333736131021890972,0,-0.00062439658052842453,-0.00042138206710226698,-0.00045143265352548019,-0.00062439658052842442,-0.00042138206710226703,-0.00045143265352548019
24,1333736131071895972,0,-0.0034072393066907252,0.0010573314686034773,-0.00050054413969018163,-0.0034072393066907252,0.0010573314686034773,-0.00050054413969018163
25,1333736131121893972,0,-0.0031673803199626155,0.0013389279336031659,-0.00067520239328770456,-0.0031673803199626155,0.0013389279336031659,-0.00067520239328770456
26,1333736131171896972,0,-0.0015113352133619847,0.0012001275652766387,0.00030680475002115004,-0.0015113352133619847,0.0012001275652766387,0.00030680475002115004
27,1333736131220881972,0,-0.0041682555989830377,-0.0013202809323204039,2.2634161060328371e-08,-0.0041682555989830377,-0.0013202809323204039,2.2634161060333152e-08
28,1333736131270876972,0,-0.0018017642497310613,-0.0015224646104172938,0.0001226950009288771,-0.0018017642497310613,-0.0015224646104172938,0.0001226950009288771
29,1333736131320879972,0,-0.003836521656939664,0.0027334683426740898,-0.0019596673860402397,-0.003836521656939664,0.0027334683426740898,-0.0019596673860402397
30,1333736131370878972,0,-0.00050997795377096455,-0.0013565872513305773,1.9096085984784961e-05,-0.00050997795377096444,-0.0013565872513305773,1.9096085984784964e-05
31,1333736131420878972,0,-0.0012057178912363905,0.0011326520936452459,-0.00060458998392163481,-0.0012057178912363903,0.0011326520936452459,-0.00060458998392163481
32,1333736131470886972,0,-0.0043464679828514249,-0.00084079598378253902,-0.00050746853899401713,-0.0043464679828514249,-0.00084079598378253902,-0.00050746853899401713
33,1333736131520888972,0,-8.0159574033405664e-05,-0.00087045245847073953,0.00015266814198398046,-8.0159574033405542e-05,-0.00087045245847073953,0.00015266814198398046
34,1333736131570886972,0,0.00033064313047740442,0.00085107694375940427,0.00047608476093322262,0.00033064313047740453,0.00085107694375940427,0.00047608476093322262
35,1333736131620884972,0,-0.00093731957912935877,-0.00082267313169305306,-5.184413809124173e-05,-0.00093731957912935866,-0.00082267313169305306,-5.1844138091241723e-05
36,1333736131670885972,0,-0.0016200236783678297,0.00072724864332187017,2.6298509774892049e-05,-0.0016200236783678295,0.00072724864332187017,2.6298509774892053e-05
37,1333736131720886972,0,-0.0035382328294990043,0.00023755111719285602,-0.00057195736254312757,-0.0035382328294990043,0.00023755111719285599,-0.00057195736254312757
38,1333736131770882972,0,0.0012371708416436516,0.00027425285831601527,0.00024447544751832239,0.0012371708416436518,0.00027425285831601527,0.00024447544751832239
39,1333736131820881972,0,0.00056828854707634984,0.00090349020208518546,6.9423646116446034e-05,0.00056828854707634995,0.00090349020208518546,6.9423646116446034e-05
40,1333736131870884972,0,-0.0024985478184849693,-0.00077798913362867083,-0.00019533431898983772,-0.0024985478184849693,-0.00077798913362867083,-0.00019533431898983772
41,1333736131920883972,0,-0.00080553913414167203,0.001616383259038544,-0.00046184750945238196,-0.00080553913414167181,0.001616383259038544,-0.00046184750945238196
42,1333736131970895972,0,-0.0014794942237022963,0.00093529078466529354,-0.0001549885606061682,-0.0014794942237022961,0.00093529078466529354,-0.0001549885606061682
43,1333736132020882972,0,-0.0041310078980791205,0.0007240167617553262,7.6222345625892276e-05,-0.0041310078980791205,0.0007240167617553262,7.6222345625892276e-05
44,1333736132070882972,0,-0.0022228784068990034,0.0015562840043022532,-5.285002487419191e-05,-0.0022228784068990034,0.0015562840043022532,-5.2850024874191903e-05
45,1333736132120884972,0,-0.0011723037458438385,0.0007825702896300656,0.00046246536549928547,-0.0011723037458438383,0.0007825702896300656,0.00046246536549928547
46,1333736132170886972,0,-0.0028422616834984189,0.00061694407309589362,-0.0004994651611398128,-0.0028422616834984189,0.00061694407309589362,-0.0004994651611398128
47,1333736132220881972,0,-0.00016487663086548398,-7.4395553995259384e-05,-0.00028236893230859444,-0.00016487663086548379,-7.4395553995259398e-05,-0.00028236893230859444
48,1333736132270881972,0,-0.0019561109195941886,-0.00025836586798100064,-0.00015894611799908482,-0.0019561109195941886,-0.00025836586798100064,-0.00015894611799908482
49,1333736132320880972,0,-0.00040147518660773435,-0.0021329023199259732,0.00061239817402498854,-0.00040147518660773414,-0.0021329023199259732,0.00061239817402498854
50,1333736132370881972,0,0.0019486945190119623,0.0017600636208217404,-3.7416889302049937e-05,0.0019486945190119625,0.0017600636208217404,-3.7416889302049937e-05
51,1333736132420879972,0,0.00086516282228999634,0.00050065466218492919,-0.00095110883095684683,0.00086516282228999656,0.00050065466218492919,-0.00095110883095684683
52,1333736132470879972,0,-0.002208027883262167,3.1010317719813068e-05,-0.0006088878035087552,-0.002208027883262167,3.1010317719813047e-05,-0.0006088878035087552
53,1333736132520881972,0,-0.0012329073427544764,-0.00058112794459104825,-0.00042377478267771195,-0.0012329073427544762,-0.00058112794459104825,-0.00042377478267771195
54,1333736132570881972,0,-0.0019141681265741938,2.6481356796415512e-05,-7.1854713469255115e-06,-0.0019141681265741936,2.6481356796415495e-05,-7.1854713469255081e-06
55,1333736132620881972,0,-0.0029917976101165029,0.00020607455001643782,-0.00046576286224279907,-0.0029917976101165025,0.0002060745500164378,-0.00046576286224279907
56,1333736132670882972,0,-0.002954369524139893,-0.00064150117060461902,-0.0007457040084441703,-0.0029543695241398926,-0.00064150117060461902,-0.0007457040084441703
57,1333736132720882972,0,-0.0043958845362631772,-0.00036006919093432908,-0.0007230106945150781,-0.0043958845362631772,-0.00036006919093432908,-0.0007230106945150781
58,1333736132770879972,0,-0.0034479300613036836,0.00051705830990662438,-0.00024241298194328364,-0.0034479300613036831,0.00051705830990662438,-0.00024241298194328364
59,1333736132820881972,0,-0.0027493917174738298,-0.00025872800381992653,0.00027589170211301953,-0.0027493917174738294,-0.00025872800381992653,0.00027589170211301953
60,1333736132870884972,0,-0.0047794336445999442,0.0013573408881357462,-0.00024215202921388894,-0.0047794336445999442,0.0013573408881357462,-0.00024215202921388894
61,1333736132920881972,0,-0.0034323682054408101,-0.0016875303821776888,-6.7478953504635457e-05,-0.0034323682054408096,-0.0016875303821776888,-6.7478953504635457e-05
62,1333736132970885972,0,-0.0031385835578644538,0.0027564139752378424,-0.00051316217303515451,-0.0031385835578644533,0.0027564139752378424,-0.00051316217303515451
63,1333736133020885972,0,0.002218390995008162,0.001374988047590682,-0.00027341466395354881,0.0022183909950081624,0.001374988047590682,-0.00027341466395354881
64,1333736133070885972,0,-0.0042492739000831361,0.0010770051984505531,-0.00030576824805027622,-0.0042492739000831361,0.0010770051984505531,-0.00030576824805027622
65,1333736133120884972,0,-0.0041385669472318786,0.0017300943469207601,-0.00059498654874305505,-0.0041385669472318786,0.0017300943469207601,-0.00059498654874305505
66,1333736133170885972,0,-0.0016904776209889748,0.0031824232185302384,4.5722879443911026e-05,-0.0016904776209889746,0.0031824232185302384,4.5722879443911026e-05
67,1333736133220884972,0,-0.0026407222689442756,-0.00074004435266790793,-9.0728315246018874e-06,-0.0026407222689442751,-0.00074004435266790793,-9.0728315246018857e-06
68,1333736133270884972,0,-0.00046587550739486065,-0.0010106515702121182,-2.2087320559762596e-05,-0.00046587550739486037,-0.0010106515702121182,-2.2087320559762593e-05
69,1333736133320885972,0,-0.00022624411395905829,-8.3971647485279436e-05,0.00015971349475439288,-0.00022624411395905799,-8.3971647485279449e-05,0.00015971349475439288
70,1333736133370885972,0,-0.0044322791056135872,-0.00066652768454034236,-2.152550528263669e-05,-0.0044322791056135872,-0.00066652768454034236,-2.1525505282636686e-05
71,1333736133420886972,0,-0.0029140791674122776,0.002269121104323344,-0.00095998047944454053,-0.0029140791674122772,0.002269121104323344,-0.00095998047944454053
72,1333736133470885972,0,0.00038865105188881166,0.00024832782940382384,6.6378884889074091e-05,0.00038865105188881199,0.00024832782940382384,6.6378884889074091e-05
73,1333736133520885972,0,-0.0027433063516179154,0.00014206397780882696,-3.0674260664296013e-05,-0.0027433063516179149,0.00014206397780882696,-3.0674260664296013e-05
74,1333736133570885972,0,-0.0039252945588645581,-0.00097318554779160277,0.00030939591207657222,-0.0039252945588645581,-0.00097318554779160277,0.00030939591207657222
75,1333736133620884972,0,-0.0035528119842543589,-0.00027446071958744868,-0.00053450144607697933,-0.0035528119842543585,-0.00027446071958744868,-0.00053450144607697933
76,1333736133670885972,0,-0.0026836792153044431,0.00077547852553354053,-0.00085329489018941881,-0.0026836792153044427,0.00077547852553354053,-0.00085329489018941881
77,1333736133720886972,0,-0.00082224049754514258,0.0014888693294613652,-0.00018902530928435372,-0.00082224049754514225,0.0014888693294613652,-0.00018902530928435372
78,1333736133770885972,0,-0.0019496549227286681,0.0015184527118053918,-6.4669578152279171e-05,-0.0019496549227286677,0.0015184527118053918,-6.4669578152279171e-05
79,1333736133820885972,0,-0.0029553109303733409,-0.00038018466432367484,-7.6696781680729773e-05,-0.0029553109303733405,-0.00038018466432367484,-7.6696781680729773e-05
80,1333736133870886972,0,-0.00040330002196953653,-0.0005945724611628692,0.00034587242456304965,-0.00040330002196953621,-0.0005945724611628692,0.00034587242456304965
81,1333736133920884972,0,-0.0036691359467342878,0.0025529838871035048,-0.00077534654573350071,-0.0036691359467342873,0.0025529838871035048,-0.00077534654573350071
82,1333736133970882972,0,-0.0022663989708800536,0.00067271753345700359,-0.00019004927683704013,-0.0022663989708800532,0.00067271753345700359,-0.00019004927683704013
83,1333736134020891972,0,-0.0013189767910193155,0.0042689038771698351,-0.00065001819429538743,-0.0013189767910193151,0.0042689038771698351,-0.00065001819429538743
84,1333736134070886972,0,0.00086822403354178839,0.0023094318147763295,-0.00050293979736587362,0.00086822403354178872,0.0023094318147763295,-0.00050293979736587362
85,1333736134120892972,0,-0.00089084916906690575,0.00067552520443456732,0.0002200329048809667,-0.00089084916906690542,0.00067552520443456732,0.0002200329048809667
86,1333736134170896972,0,-0.00092663916149012242,0.001728245203678867,-0.00059964149921578605,-0.0009266391614901221,0.001728245203678867,-0.00059964149921578605
87,1333736134220884972,0,-0.0045341915661624762,0.0022119573680625089,-0.00088823566517856145,-0.0045341915661624762,0.0022119573680625089,-0.00088823566517856145
88,1333736134270890972,0,-0.00079170433784743997,-0.00020985946943714515,0.00021176842621875613,-0.00079170433784743965,-0.00020985946943714515,0.00021176842621875613
89,1333736134320891972,0,-0.00057748194759788549,-0.00054421942517861549,0.00013476835958620262,-0.00057748194759788506,-0.00054421942517861549,0.00013476835958620262
90,1333736134370878972,0,-0.0023484150073752423,-0.00028927998405833756,-2.6985374684243091e-05,-0.0023484150073752419,-0.00028927998405833756,-2.6985374684243091e-05
91,1333736134419875972,0,0.00027880424439645892,0.003135265791038757,-0.00052547446035938923,0.0002788042443964593,0.003135265791038757,-0.00052547446035938923
92,1333736134469880972,0,-0.0018209401873642834,0.002671554255465264,-0.00047554050726362839,-0.001820940187364283,0.002671554255465264,-0.00047554050726362839
93,1333736134519891972,0,-0.002834407873254079,6.8153327993612789e-05,-0.00056134956910895706,-0.0028344078732540786,6.8153327993612789e-05,-0.00056134956910895706
94,1333736134569881972,0,-0.0015587594821714044,0.0026167774504318444,-0.00086519319521907452,-0.001558759482171404,0.0026167774504318444,-0.00086519319521907452
95,1333736134619884972,0,-0.0014563578537320251,0.00015365246382320098,-0.00086696839225728554,-0.0014563578537320247,0.00015365246382320098,-0.00086696839225728554
96,1333736134669880972,0,-0.00030285723481846515,-0.00010700459792557427,-9.03365963762226e-05,-0.00030285723481846471,-0.00010700459792557427,-9.03365963762226e-05
97,1333736134719880972,0,-0.0036416641190898115,0.0014765668260364926,-0.00054910507946043198,-0.0036416641190898111,0.0014765668260364926,-0.00054910507946043198
98,1333736134769881972,0,-0.00048538432154662196,0.00054091460459380653,-0.00076024914063180606,-0.00048538432154662152,0.00054091460459380653,-0.00076024914063180606
99,1333736134819881972,0,-0.0042328358065282659,-8.8628308403039318e-05,0.00015860070071639225,-0.0042328358065282659,-8.8628308403039318e-05,0.00015860070071639225
100,1333736134869879972,0,-0.0027528549141105003,-0.0022093899158523388,-5.6350443083266652e-05,-0.0027528549141104999,-0.0022093899158523388,-5.6350443083266652e-05
101,1333736134919879972,0,-0.0034165461040851827,0.0018702394866414443,-0.0011069933110799649,-0.0034165461040851827,0.0018702394866414443,-0.0011069933110799649
102,1333736134969878972,0,-0.0051998455613746497,0.0003305074862120607,-0.00074023708656208176,-0.0051998455613746497,0.0003305074862120607,-0.00074023708656208176
103,1333736135019878972,0,-0.0049835651225377817,0.0028423681368014275,-0.00089736256107011535,-0.0049835651225377817,0.0028423681368014275,-0.00089736256107011535
104,1333736135069878972,0,-0.0010202450501856641,0.0020819051240423239,-0.00036689458189312764,-0.0010202450501856637,0.0020819051240423239,-0.00036689458189312764
105,1333736135119877972,0,-0.0055184185922781655,0.00060130884789937251,-0.00078465293792473467,-0.0055184185922781655,0.00060130884789937251,-0.00078465293792473467
106,1333736135169879972,0,-0.0028787778343306683,-0.001673773525003441,-0.00037709984213074978,-0.0028787778343306678,-0.001673773525003441,-0.00037709984213074978
107,1333736135219877972,0,-0.0024620050547370779,0.0012364015846543024,-0.00046455890245389808,-0.0024620050547370775,0.0012364015846543024,-0.00046455890245389808
108,1333736135269876972,0,-0.0049886899103895252,0.00076944290657548283,-0.00066922320957230703,-0.0049886899103895252,0.00076944290657548283,-0.00066922320957230703
109,1333736135319876972,0,-0.0020002889308199201,0.00068106677762543272,-0.00057427370414959457,-0.0020002889308199196,0.00068106677762543272,-0.00057427370414959457
110,1333736135369878972,0,-0.004888938200842647,0.00038700648102532104,-0.00092731056105336564,-0.004888938200842647,0.00038700648102532104,-0.00092731056105336564
111,1333736135419882972,0,-0.0047511572513853906,0.00035572488558593078,-0.00062492438618586216,-0.0047511572513853906,0.00035572488558593078,-0.00062492438618586216
112,1333736135469882972,0,-0.0030275704099155323,0.00060880766923965865,-0.00013349538016647086,-0.0030275704099155319,0.00060880766923965865,-0.00013349538016647086
113,1333736135519881972,0,-0.0058207816142252632,0.00082830452734164103,-0.00074603414490895335,-0.0058207816142252632,0.00082830452734164103,-0.00074603414490895335
114,1333736135569881972,0,-0.0049125419018043997,-0.00011442793366002349,-0.0008204730123244577,-0.0049125419018043997,-0.00011442793366002347,-0.0008204730123244577
115,1333736135644873972,0,-0.0036440514318597473,-0.00069929721294845172,-0.00094737457429424124,-0.0036440514318597469,-0.00069929721294845172,-0.00094737457429424124
116,1333736135694873972,0,-0.0032954926819581589,-0.00091059884647460058,-0.00061281497511592631,-0.0032954926819581585,-0.00091059884647460058,-0.00061281497511592631
117,1333736135744873972,0,-0.0027638791062478333,-0.00060504036078926364,-0.00098930429461833937,-0.0027638791062478329,-0.00060504036078926364,-0.00098930429461833937
118,1333736135794874972,0,-0.003125659783377966,0.00044116629930088485,-0.00065159817816494783,-0.0031256597833779656,0.00044116629930088485,-0.00065159817816494783
119,1333736135844874972,0,-0.0078849885245691996,0.0014059651556374705,-0.0011739009537039364,-0.0078849885245691996,0.0014059651556374705,-0.0011739009537039364
120,1333736135894873972,0,-0.0051803104422766619,0.00059881773823984433,-0.00097676966896987445,-0.0051803104422766619,0.00059881773823984433,-0.00097676966896987445
121,1333736135944872972,0,-0.0029600038347766663,-0.00060686834831042693,-0.00085158184741644465,-0.0029600038347766659,-0.00060686834831042693,-0.00085158184741644465
122,1333736135994872972,0,-0.0049490476865526219,0.0016566937125945722,-0.001162262590388162,-0.0049490476865526219,0.0016566937125945722,-0.001162262590388162
123,1333736136044875972,0,-0.0046160268663094778,0.00019587935319110498,-0.00046546794452543476,-0.0046160268663094778,0.00019587935319110501,-0.00046546794452543476
124,1333736136094875972,0,-0.0033652322829827589,0.002568319972229097,-0.00095737314871102881,-0.0033652322829827584,0.002568319972229097,-0.00095737314871102881
125,1333736136144875972,0,-0.0034837842865663693,0.0015044603379230318,-0.0002196366645167623,-0.0034837842865663689,0.0015044603379230318,-0.0002196366645167623
126,1333736136194873972,0,-0.0024790584471352274,0.0025332847082496163,-0.00030877178740677265,-0.002479058447135227,0.0025332847082496163,-0.00030877178740677265
127,1333736136244876972,0,-0.0014481327243886153,0.00070685728305131131,-0.0007974612406399296,-0.001448132724388615,0.00070685728305131131,-0.0007974612406399296
128,1333736136294874972,0,-0.0043141934570536233,0.00063966945704557071,-0.00043783164608649162,-0.0043141934570536233,0.00063966945704557071,-0.00043783164608649162
129,1333736136344874972,0,-0.0035901991020584447,4.3219282115239312e-05,-0.00067091558737170044,-0.0035901991020584442,4.3219282115239346e-05,-0.00067091558737170044
130,1333736136394873972,0,-0.0048162936302144172,0.00067826549640915483,-0.00048285619572045117,-0.0048162936302144172,0.00067826549640915483,-0.00048285619572045117
131,1333736136444872972,0,-0.0032395913182736861,-0.00041510474201561379,-0.00037788321013227923,-0.0032395913182736856,-0.00041510474201561374,-0.00037788321013227923
132,1333736136494872972,0,-0.0027480088425424118,-0.001170365412393186,-0.00034235933645231076,-0.0027480088425424114,-0.001170365412393186,-0.00034235933645231076
133,1333736136544872972,0,-0.0022976080235642669,0.0012546270276702414,-0.00081625158802362181,-0.0022976080235642665,0.0012546270276702414,-0.00081625158802362181
134,1333736136594876972,0,-0.0039743608627485754,0.0013702063718224202,-0.00053849367954014456,-0.0039743608627485754,0.0013702063718224202,-0.00053849367954014456
135,1333736136644871972,0,-0.0048724113637799004,0.00015759438398149509,-0.00093709954032097497,-0.0048724113637799004,0.00015759438398149511,-0.00093709954032097497
136,1333736136694870972,0,-0.003273736369340057,9.6590753610308674e-05,-0.00092147348329674032,-0.0032737363693400565,9.6590753610308714e-05,-0.00092147348329674032
137,1333736136744882972,0,-0.0034046274029585644,0.00048953559469817334,-0.0006984280978899254,-0.003404627402958564,0.00048953559469817334,-0.0006984280978899254
138,1333736136794881972,0,-0.0044661149078960103,0.0010840789856157117,-0.00067016245328809258,-0.0044661149078960103,0.0010840789856157117,-0.00067016245328809258
139,1333736136843856972,0,-0.002359720622582591,-0.00044949848241342908,-0.00044827727413460588,-0.0023597206225825906,-0.00044949848241342903,-0.00044827727413460588
140,1333736136893858972,0,-0.0018658566971007855,-0.001653965870916289,-0.00061005445470364362,-0.0018658566971007852,-0.001653965870916289,-0.00061005445470364362
141,1333736136943861972,0,-0.0020633892340196905,0.00025987360520372685,-0.00065069274103155396,-0.00206338923401969,0.00025987360520372691,-0.00065069274103155396
142,1333736136993860972,0,-0.0047781323900344657,0.0011280849047691096,-0.00075351120960528441,-0.0047781323900344657,0.0011280849047691096,-0.00075351120960528441
143,1333736137043859972,0,-0.0012200822040889128,0.00023858846800719905,-0.00049658114075540728,-0.0012200822040889126,0.0002385884680071991,-0.00049658114075540728
144,1333736137093860972,0,-0.0023533628477938342,0.0008387115879841913,-0.00042909295200185078,-0.0023533628477938337,0.0008387115879841913,-0.00042909295200185078
145,1333736137143862972,0,-0.0010355836203421176,0.00069142875473551075,-0.00039902083457963585,-0.0010355836203421174,0.00069142875473551075,-0.00039902083457963585
146,1333736137193859972,0,-0.0025905723674841995,0.00050903166978973893,-0.00037052318519919619,-0.0025905723674841991,0.00050903166978973893,-0.00037052318519919619
147,1333736137243859972,0,-0.00029436866217770821,0.0022110667554589474,-0.00026624263242681348,-0.000294368662177708,0.0022110667554589474,-0.00026624263242681348
148,1333736137293859972,0,-0.0045086291595849599,0.0011200918339319703,-0.00049544389160841853,-0.0045086291595849599,0.0011200918339319703,-0.00049544389160841853
149,1333736137343859972,0,-0.0029817560432844623,0.0017396444639124898,-0.00075102475050668521,-0.0029817560432844619,0.0017396444639124898,-0.00075102475050668521
150,1333736137393859972,0,-0.0036283557460478127,0.0032015354395638846,-0.00096240787463859568,-0.0036283557460478123,0.0032015354395638846,-0.00096240787463859568
151,1333736137443861972,0,-0.0028797053187569173,0.00070308560050024674,-0.00024240541031375423,-0.0028797053187569173,0.00070308560050024685,-0.00024240541031375423
152,1333736137493861972,0,-0.0027039585522427786,0.00073469450213233065,-0.0010216854332123317,-0.0027039585522427786,0.00073469450213233076,-0.0010216854332123317
153,1333736137543860972,0,-0.0019464199967828884,0.00153866705024313,-0.0003471638832557287,-0.0019464199967828882,0.00153866705024313,-0.0003471638832557287
154,1333736137593859972,0,-0.003884498955802819,-0.0011707867768373031,-0.00047231968187714401,-0.003884498955802819,-0.0011707867768373031,-0.00047231968187714401
155,1333736137643860972,0,-0.0047584989154541976,-0.00080058028360665829,-7.4474355287454966e-05,-0.0047584989154541976,-0.00080058028360665819,-7.4474355287454966e-05
156,1333736137693860972,0,-0.0062458257096344684,0.00040280419369972064,-0.00098460830497105827,-0.0062458257096344684,0.00040280419369972069,-0.00098460830497105827
157,1333736137743859972,0,-0.0045267441893847345,0.00054859133735483544,-0.00073813485533920245,-0.0045267441893847345,0.00054859133735483555,-0.00073813485533920245
158,1333736137793861972,0,-0.0041377089974466543,8.0453468749364001e-05,-0.00073506777630208268,-0.0041377089974466543,8.0453468749364069e-05,-0.00073506777630208268
159,1333736137843861972,0,-0.0051963855731923959,-0.00094670917176623698,-0.0009018351253222011,-0.0051963855731923959,-0.00094670917176623687,-0.0009018351253222011
160,1333736137893859972,0,-0.0045495086194942361,0.0028035853701586064,-0.0008983472467098384,-0.0045495086194942361,0.0028035853701586064,-0.0008983472467098384
161,1333736137943860972,0,-0.0019468095444775311,9.1058333594492939e-06,-0.00032177120801936312,-0.0019468095444775309,9.10583335944936e-06,-0.00032177120801936312
162,1333736137993853972,0,-0.003189605381842057,0.0014363879419074692,-0.00069137083782899484,-0.003189605381842057,0.0014363879419074692,-0.00069137083782899484
163,1333736138043859972,0,-0.0035560207954316273,0.00053782111999582975,-0.0014072639334856258,-0.0035560207954316273,0.00053782111999582985,-0.0014072639334856258
164,1333736138093860972,0,-0.0021876226380639053,0.0016750201383388032,-0.0006852896814687502,-0.0021876226380639053,0.0016750201383388032,-0.0006852896814687502
165,1333736138143861972,0,-0.0043853143603354416,0.001753491526782574,-0.00080896808972258046,-0.0043853143603354416,0.001753491526782574,-0.00080896808972258046
166,1333736138193860972,0,-0.0028997915396471287,0.0011823302074519585,-0.0009509798897845965,-0.0028997915396471287,0.0011823302074519585,-0.0009509798897845965
167,1333736138243860972,0,-0.00332872903900365,0.0011083360769537354,-0.0012634268434497621,-0.00332872903900365,0.0011083360769537354,-0.0012634268434497621
168,1333736138293861972,0,-0.0052536945772150333,0.00011249184330013777,-0.0011556846375665164,-0.0052536945772150333,0.00011249184330013784,-0.0011556846375665164
169,1333736138343860972,0,-0.0047818283793061942,-0.0001944987963738731,-0.00092762024156214321,-0.0047818283793061942,-0.00019449879637387302,-0.00092762024156214321
170,1333736138393860972,0,-0.0032667079527005528,-0.0003108333242980262,-0.00047486907409996704,-0.0032667079527005528,-0.00031083332429802615,-0.00047486907409996704
171,1333736138443860972,0,-0.0036033733211967103,0.0022433484249882694,-0.0005089283532732806,-0.0036033733211967103,0.0022433484249882694,-0.0005089283532732806
172,1333736138493860972,0,-0.0038527173050096558,0.0036404520210282631,-0.00062135421261253821,-0.0038527173050096558,0.0036404520210282631,-0.00062135421261253821
173,1333736138543860972,0,-0.0038078069734258798,0.0015167947786670312,-0.00050161919786752707,-0.0038078069734258798,0.0015167947786670312,-0.00050161919786752707
174,1333736138593860972,0,-0.0047734105437576566,0.00073926015599068027,-0.00047413539064578041,-0.0047734105437576566,0.00073926015599068038,-0.00047413539064578041
175,1333736138643858972,0,-0.004522753034773357,-0.0017945248668244222,-0.00057107946921509294,-0.004522753034773357,-0.0017945248668244222,-0.00057107946921509294
176,1333736138693858972,0,-0.0010519315167054678,0.00167037931020574,-0.00037702966935458844,-0.0010519315167054678,0.00167037931020574,-0.00037702966935458844
177,1333736138743857972,0,-0.0018894696251977232,-0.0014373221732299321,-0.00024704128480117086,-0.0018894696251977232,-0.0014373221732299321,-0.00024704128480117086
178,1333736138793861972,0,-0.0059181359582653661,0.00050002233805182842,-0.00083907575174553778,-0.0059181359582653661,0.00050002233805182853,-0.00083907575174553778
179,1333736138843862972,0,-0.0051701779941310758,0.0010890617587471217,-0.00057491125692781442,-0.0051701779941310758,0.0010890617587471217,-0.00057491125692781442
180,1333736138893861972,0,-0.00096166472094568953,0.00019827053235288124,-0.00071124175071192669,-0.00096166472094568942,0.00019827053235288132,-0.00071124175071192669
